"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time (LST)","Year","Month","Day","Time (LST)","Temp (°C)","Temp Flag","Dew Point Temp (°C)","Dew Point Temp Flag","Rel Hum (%)","Rel Hum Flag","Precip. Amount (mm)","Precip. Amount Flag","Wind Dir (10s deg)","Wind Dir Flag","Wind Spd (km/h)","Wind Spd Flag","Visibility (km)","Visibility Flag","Stn Press (kPa)","Stn Press Flag","Hmdx","Hmdx Flag","Wind Chill","Wind Chill Flag","Weather"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 00:00","2023","10","14","00:00","5.9","","0.7","","70","","0.0","","14","","16","","","","94.28","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 01:00","2023","10","14","01:00","6.0","","1.2","","71","","0.0","","15","","16","","","","94.29","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 02:00","2023","10","14","02:00","6.0","","1.1","","71","","0.0","","14","","18","","","","94.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 03:00","2023","10","14","03:00","5.3","","0.9","","73","","0.0","","14","","19","","","","94.25","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 04:00","2023","10","14","04:00","5.4","","0.8","","72","","0.0","","14","","20","","","","94.25","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 05:00","2023","10","14","05:00","4.7","","0.3","","73","","0.0","","15","","16","","","","94.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 06:00","2023","10","14","06:00","3.9","","0.1","","76","","0.0","","16","","11","","","","94.29","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 07:00","2023","10","14","07:00","3.7","","0.2","","77","","0.0","","16","","15","","","","94.30","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 08:00","2023","10","14","08:00","4.2","","0.3","","76","","0.0","","17","","16","","","","94.31","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 09:00","2023","10","14","09:00","5.3","","0.8","","73","","0.0","","17","","19","","","","94.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 10:00","2023","10","14","10:00","6.2","","1.4","","71","","0.0","","16","","19","","","","94.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 11:00","2023","10","14","11:00","8.5","","2.3","","65","","0.0","","16","","21","","","","94.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 12:00","2023","10","14","12:00","10.6","","3.2","","60","","0.0","","17","","24","","","","94.32","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 13:00","2023","10","14","13:00","11.9","","3.0","","54","","0.0","","16","","23","","","","94.31","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 14:00","2023","10","14","14:00","12.9","","3.4","","52","","0.0","","16","","24","","","","94.35","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 15:00","2023","10","14","15:00","13.4","","3.2","","50","","0.0","","18","","23","","","","94.35","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 16:00","2023","10","14","16:00","13.1","","2.6","","49","","0.0","","15","","21","","","","94.37","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 17:00","2023","10","14","17:00","12.0","","2.1","","51","","0.0","","15","","18","","","","94.39","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 18:00","2023","10","14","18:00","10.0","","1.5","","56","","0.0","","13","","9","","","","94.41","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 19:00","2023","10","14","19:00","9.0","","1.2","","58","","0.0","","14","","11","","","","94.43","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 20:00","2023","10","14","20:00","9.1","","0.5","","55","","0.0","","14","","16","","","","94.42","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 21:00","2023","10","14","21:00","8.8","","0.2","","55","","0.0","","15","","16","","","","94.40","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 22:00","2023","10","14","22:00","8.5","","0.3","","56","","0.0","","16","","20","","","","94.39","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-14 23:00","2023","10","14","23:00","7.6","","0.3","","60","","0.0","","16","","17","","","","94.36","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 00:00","2023","10","15","00:00","6.8","","0.5","","64","","0.0","","17","","17","","","","94.36","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 01:00","2023","10","15","01:00","5.5","","0.2","","69","","0.0","","23","","5","","","","94.37","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 02:00","2023","10","15","02:00","4.5","","0.2","","74","","0.0","","18","","3","","","","94.38","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 03:00","2023","10","15","03:00","4.2","","0.3","","76","","0.0","","18","","7","","","","94.36","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 04:00","2023","10","15","04:00","3.5","","0.1","","79","","0.0","","18","","6","","","","94.32","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 05:00","2023","10","15","05:00","1.6","","-0.8","","84","","0.0","","26","","3","","","","94.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 06:00","2023","10","15","06:00","1.5","","-0.8","","84","","0.0","","21","","2","","","","94.29","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 07:00","2023","10","15","07:00","1.0","","-0.3","","91","","0.0","","14","","2","","","","94.32","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 08:00","2023","10","15","08:00","0.6","","-0.8","","91","","0.0","","21","","6","","","","94.39","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 09:00","2023","10","15","09:00","4.0","","1.1","","82","","0.0","","22","","3","","","","94.35","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 10:00","2023","10","15","10:00","6.2","","1.9","","74","","0.0","","22","","5","","","","94.31","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 11:00","2023","10","15","11:00","10.0","","3.6","","65","","0.0","","24","","3","","","","94.30","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 12:00","2023","10","15","12:00","12.8","","4.5","","57","","0.0","","5","","2","","","","94.28","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 13:00","2023","10","15","13:00","14.5","","6.7","","60","","0.0","","24","","7","","","","94.26","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 14:00","2023","10","15","14:00","15.5","","6.9","","56","","0.0","","22","","13","","","","94.30","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 15:00","2023","10","15","15:00","14.4","","6.4","","59","","0.0","","20","","9","","","","94.30","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 16:00","2023","10","15","16:00","14.4","","6.0","","57","","0.0","","27","","10","","","","94.36","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 17:00","2023","10","15","17:00","12.4","","5.8","","64","","0.0","","23","","4","","","","94.35","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 18:00","2023","10","15","18:00","11.4","","5.8","","69","","0.0","","22","","6","","","","94.39","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 19:00","2023","10","15","19:00","9.5","","5.2","","74","","0.0","","20","","6","","","","94.40","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 20:00","2023","10","15","20:00","8.1","","5.0","","81","","0.0","","20","","5","","","","94.40","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 21:00","2023","10","15","21:00","6.4","","4.3","","86","","0.0","","19","","7","","","","94.40","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 22:00","2023","10","15","22:00","6.4","","4.2","","86","","0.0","","19","","7","","","","94.41","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-15 23:00","2023","10","15","23:00","6.1","","3.9","","86","","0.0","","19","","5","","","","94.42","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 00:00","2023","10","16","00:00","4.3","","2.9","","90","","0.0","","21","","7","","","","94.43","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 01:00","2023","10","16","01:00","5.4","","3.4","","86","","0.0","","21","","10","","","","94.41","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 02:00","2023","10","16","02:00","5.9","","3.1","","82","","0.0","","20","","10","","","","94.39","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 03:00","2023","10","16","03:00","4.5","","2.1","","84","","0.0","","21","","7","","","","94.39","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 04:00","2023","10","16","04:00","4.1","","2.4","","88","","0.0","","21","","6","","","","94.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 05:00","2023","10","16","05:00","3.2","","1.6","","89","","0.0","","21","","6","","","","94.33","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 06:00","2023","10","16","06:00","2.3","","1.3","","93","","0.0","","21","","6","","","","94.33","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 07:00","2023","10","16","07:00","2.0","","1.3","","95","","0.0","","20","","7","","","","94.30","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 08:00","2023","10","16","08:00","3.4","","1.8","","89","","0.0","","22","","7","","","","94.28","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 09:00","2023","10","16","09:00","6.2","","3.2","","81","","0.0","","24","","6","","","","94.23","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 10:00","2023","10","16","10:00","10.4","","6.0","","74","","0.0","","24","","2","","","","94.18","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 11:00","2023","10","16","11:00","14.2","","5.8","","57","","0.0","","18","","8","","","","94.09","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 12:00","2023","10","16","12:00","15.6","","5.4","","51","","0.0","","15","","13","","","","94.00","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 13:00","2023","10","16","13:00","16.0","","3.6","","44","","0.0","","15","","18","","","","93.89","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 14:00","2023","10","16","14:00","15.2","","2.8","","43","","0.0","","14","","12","","","","93.78","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 15:00","2023","10","16","15:00","16.4","","3.5","","42","","0.0","","13","","18","","","","93.67","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 16:00","2023","10","16","16:00","15.0","","4.1","","48","","0.0","","14","","15","","","","93.60","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 17:00","2023","10","16","17:00","14.4","","4.1","","50","","0.0","","13","","13","","","","93.51","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 18:00","2023","10","16","18:00","13.3","","3.8","","53","","0.0","","11","","9","","","","93.45","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 19:00","2023","10","16","19:00","11.5","","3.9","","59","","0.0","","9","","11","","","","93.37","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 20:00","2023","10","16","20:00","11.6","","3.9","","59","","0.0","","8","","12","","","","93.30","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 21:00","2023","10","16","21:00","11.5","","4.2","","61","","0.0","","9","","14","","","","93.23","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 22:00","2023","10","16","22:00","11.8","","4.1","","59","","0.0","","9","","15","","","","93.12","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-16 23:00","2023","10","16","23:00","10.1","","5.6","","74","","0.0","","5","","12","","","","93.02","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 00:00","2023","10","17","00:00","8.7","","6.5","","86","","0.0","","6","","7","","","","93.03","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 01:00","2023","10","17","01:00","8.3","","6.5","","88","","0.0","","36","","7","","","","92.99","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 02:00","2023","10","17","02:00","8.1","","6.3","","89","","0.0","","6","","10","","","","92.96","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 03:00","2023","10","17","03:00","7.7","","5.9","","88","","0.0","","1","","3","","","","92.94","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 04:00","2023","10","17","04:00","7.1","","5.6","","90","","0.0","","2","","7","","","","92.98","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 05:00","2023","10","17","05:00","7.4","","6.3","","92","","0.0","","4","","3","","","","93.05","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 06:00","2023","10","17","06:00","7.6","","6.1","","90","","0.0","","5","","9","","","","93.04","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 07:00","2023","10","17","07:00","7.8","","6.7","","93","","0.0","","4","","7","","","","93.10","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 08:00","2023","10","17","08:00","7.9","","7.3","","96","","0.0","","33","","6","","","","93.21","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 09:00","2023","10","17","09:00","8.0","","7.9","","100","","1.0","","34","","6","","","","93.32","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 10:00","2023","10","17","10:00","8.2","","8.2","","100","","0.0","","33","","8","","","","93.42","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 11:00","2023","10","17","11:00","8.6","","8.6","","100","","0.5","","33","","8","","","","93.53","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 12:00","2023","10","17","12:00","8.7","","8.7","","100","","0.6","","34","","7","","","","93.59","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 13:00","2023","10","17","13:00","9.1","","9.1","","100","","0.0","","31","","2","","","","93.65","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 14:00","2023","10","17","14:00","9.6","","9.2","","97","","0.0","","21","","3","","","","93.69","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 15:00","2023","10","17","15:00","9.2","","8.9","","98","","0.0","","24","","7","","","","93.74","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 16:00","2023","10","17","16:00","9.4","","9.4","","100","","0.0","","22","","3","","","","93.76","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 17:00","2023","10","17","17:00","9.8","","9.4","","98","","0.0","","22","","4","","","","93.74","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 18:00","2023","10","17","18:00","8.0","","8.0","","100","","0.0","","14","","3","","","","93.74","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 19:00","2023","10","17","19:00","6.0","","6.0","","100","","0.0","","21","","6","","","","93.80","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 20:00","2023","10","17","20:00","5.1","","5.1","","100","","0.0","","19","","8","","","","93.76","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 21:00","2023","10","17","21:00","5.9","","5.9","","100","","0.0","","19","","7","","","","93.71","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 22:00","2023","10","17","22:00","4.0","","","M","","M","0.0","","18","","5","","","","93.61","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-17 23:00","2023","10","17","23:00","1.9","","","M","","M","0.0","","22","","6","","","","93.62","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 00:00","2023","10","18","00:00","4.6","","","M","","M","0.0","","21","","10","","","","93.65","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 01:00","2023","10","18","01:00","4.2","","","M","","M","0.0","","21","","4","","","","93.60","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 02:00","2023","10","18","02:00","6.1","","","M","","M","0.4","","19","","13","","","","93.49","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 03:00","2023","10","18","03:00","6.9","","5.6","","92","","0.0","","18","","17","","","","93.39","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 04:00","2023","10","18","04:00","6.5","","5.4","","93","","0.0","","19","","14","","","","93.33","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 05:00","2023","10","18","05:00","6.7","","5.3","","91","","0.0","","17","","15","","","","93.27","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 06:00","2023","10","18","06:00","7.0","","5.3","","89","","0.0","","21","","10","","","","93.27","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 07:00","2023","10","18","07:00","6.2","","4.8","","91","","0.0","","22","","4","","","","93.22","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 08:00","2023","10","18","08:00","6.2","","4.7","","90","","0.0","","19","","14","","","","93.14","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 09:00","2023","10","18","09:00","7.7","","5.1","","84","","0.0","","21","","8","","","","93.16","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 10:00","2023","10","18","10:00","10.0","","6.0","","77","","0.0","","21","","8","","","","93.14","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 11:00","2023","10","18","11:00","11.5","","6.9","","73","","0.0","","21","","12","","","","93.14","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 12:00","2023","10","18","12:00","14.1","","7.8","","66","","0.0","","23","","13","","","","93.11","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 13:00","2023","10","18","13:00","16.5","","6.8","","53","","0.0","","22","","12","","","","93.06","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 14:00","2023","10","18","14:00","17.5","","5.6","","46","","0.0","","22","","13","","","","93.03","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 15:00","2023","10","18","15:00","17.9","","6.0","","46","","0.0","","23","","13","","","","93.03","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 16:00","2023","10","18","16:00","17.6","","5.7","","46","","0.0","","25","","10","","","","93.01","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 17:00","2023","10","18","17:00","15.7","","5.7","","51","","0.0","","34","","11","","","","93.09","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 18:00","2023","10","18","18:00","9.3","","7.5","","88","","0.0","","19","","8","","","","93.13","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 19:00","2023","10","18","19:00","10.3","","7.2","","82","","0.0","","21","","7","","","","93.09","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 20:00","2023","10","18","20:00","7.8","","6.3","","90","","0.0","","23","","12","","","","93.13","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 21:00","2023","10","18","21:00","8.1","","6.4","","89","","0.0","","21","","13","","","","93.16","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 22:00","2023","10","18","22:00","9.4","","6.0","","79","","0.0","","23","","13","","","","93.18","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-18 23:00","2023","10","18","23:00","9.0","","4.7","","75","","0.0","","22","","12","","","","93.19","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 00:00","2023","10","19","00:00","9.4","","4.2","","70","","0.0","","21","","13","","","","93.22","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 01:00","2023","10","19","01:00","8.6","","4.3","","74","","0.0","","21","","14","","","","93.25","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 02:00","2023","10","19","02:00","8.6","","4.0","","73","","0.0","","21","","14","","","","93.27","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 03:00","2023","10","19","03:00","8.6","","3.8","","72","","0.0","","21","","16","","","","93.27","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 04:00","2023","10","19","04:00","7.9","","3.4","","73","","0.0","","22","","14","","","","93.29","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 05:00","2023","10","19","05:00","7.4","","3.0","","73","","0.0","","22","","14","","","","93.31","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 06:00","2023","10","19","06:00","7.4","","2.9","","73","","0.0","","21","","16","","","","93.30","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 07:00","2023","10","19","07:00","7.4","","2.8","","73","","0.0","","20","","14","","","","93.31","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 08:00","2023","10","19","08:00","8.9","","3.2","","68","","0.0","","24","","15","","","","93.31","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 09:00","2023","10","19","09:00","10.1","","4.2","","67","","0.0","","22","","12","","","","93.32","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 10:00","2023","10","19","10:00","12.4","","4.4","","58","","0.0","","22","","12","","","","93.28","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 11:00","2023","10","19","11:00","14.6","","4.8","","52","","0.0","","22","","12","","","","93.24","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 12:00","2023","10","19","12:00","16.8","","4.0","","42","","0.0","","24","","13","","","","93.17","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 13:00","2023","10","19","13:00","18.2","","3.5","","37","","0.0","","24","","15","","","","93.09","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 14:00","2023","10","19","14:00","18.8","","3.4","","36","","0.0","","23","","14","","","","93.02","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 15:00","2023","10","19","15:00","19.1","","4.9","","39","","0.0","","22","","12","","","","92.93","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 16:00","2023","10","19","16:00","18.1","","4.8","","42","","0.0","","19","","8","","","","92.81","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 17:00","2023","10","19","17:00","15.7","","6.4","","54","","0.0","","32","","7","","","","92.88","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 18:00","2023","10","19","18:00","9.7","","8.1","","90","","1.0","","31","","15","","","","93.19","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 19:00","2023","10","19","19:00","8.5","","7.9","","96","","0.0","","29","","5","","","","93.10","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 20:00","2023","10","19","20:00","8.1","","8.1","","100","","0.0","","22","","10","","","","93.15","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 21:00","2023","10","19","21:00","7.9","","7.5","","98","","0.0","","23","","13","","","","93.17","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 22:00","2023","10","19","22:00","8.0","","6.1","","88","","0.4","","26","","13","","","","93.22","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-19 23:00","2023","10","19","23:00","7.2","","5.4","","88","","0.0","","22","","12","","","","93.29","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 00:00","2023","10","20","00:00","6.3","","3.8","","84","","0.0","","22","","13","","","","93.34","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 01:00","2023","10","20","01:00","6.6","","3.4","","80","","0.0","","23","","16","","","","93.36","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 02:00","2023","10","20","02:00","6.3","","2.6","","77","","0.0","","23","","14","","","","93.41","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 03:00","2023","10","20","03:00","6.1","","1.6","","73","","0.0","","25","","12","","","","93.45","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 04:00","2023","10","20","04:00","5.5","","1.3","","74","","0.0","","24","","13","","","","93.50","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 05:00","2023","10","20","05:00","4.7","","0.8","","76","","0.0","","25","","11","","","","93.55","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 06:00","2023","10","20","06:00","3.8","","0.4","","78","","0.0","","26","","11","","","","93.59","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 07:00","2023","10","20","07:00","4.4","","0.5","","76","","0.0","","27","","13","","","","93.63","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 08:00","2023","10","20","08:00","6.2","","1.1","","70","","0.0","","27","","15","","","","93.72","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 09:00","2023","10","20","09:00","8.2","","1.7","","64","","0.0","","28","","15","","","","93.79","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 10:00","2023","10","20","10:00","9.6","","2.7","","62","","0.0","","29","","15","","","","93.87","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 11:00","2023","10","20","11:00","11.0","","3.4","","59","","0.0","","30","","13","","","","93.93","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 12:00","2023","10","20","12:00","12.0","","2.2","","51","","0.0","","30","","14","","","","93.97","","","","","","NA"
"-113.38","54.63","ATHABASCA AGCM","3060330","2023-10-20 13:00","2023","10","20","13:00","13.3","","1.8","","46","","0.0","","30","","12","","","","94.00","","","","","","NA"
